Song,Artist Credit,Keyword,Quote
About Damn Time,Lizzo,hidden-emotional-struggle,"Oh, I been so down and under pressure"
About Damn Time,Lizzo,hope-and-optimism,I got a feeling I'm gon' be alright
About Damn Time,Lizzo,luxury-and-fashion,"Feeling fussy, walking in my Balenci-ussies"
About Damn Time,Lizzo,music-as-entertainment,"Turn up the music, turn down the lights"
About Damn Time,Lizzo,nighttime-revelry,I'm coming out tonight
About Damn Time,Lizzo,overcoming-hardship,I've been through a lot|I've been through a lot\nBut I'm still flirty (okay)
About Damn Time,Lizzo,partying-and-nightlife,I'm coming out tonight
About Damn Time,Lizzo,past-trauma-and-healing,"It's been a minute, tell me how you're healing"
About Damn Time,Lizzo,personal-growth-and-change,"Oh, I'm not the girl I was or used to be, uh"
About Damn Time,Lizzo,resilience-and-strength,I've been through a lot\nBut I'm still flirty (okay)
About Damn Time,Lizzo,self-worth-and-insecurity,I give a fuck way too much
About Damn Time,Lizzo,societal-pressure,"Oh, I been so down and under pressure"
About Damn Time,Lizzo,women-power,"It's bad bitch o'clock|It's bad bitch o'clock\nYeah, it's thick-thirty"
Abracadabra,Lady Gaga,attraction-and-admiration,Like a poem said by a lady in red
Abracadabra,Lady Gaga,dancing-and-movement,"Feel the beat under your feet, the floor's on fire|With a haunting dance, now you're both in a trance"
Abracadabra,Lady Gaga,deception-and-distrust,When the devil turns around
Abracadabra,Lady Gaga,desire-and-lust,"In her tongue she said, ""Death or love tonight"""
Abracadabra,Lady Gaga,faith-and-spirituality,Pay the toll to the angels
Abracadabra,Lady Gaga,flirtation-and-seduction,"It's time to cast your spell on the night|With a haunting dance, now you're both in a trance"
Abracadabra,Lady Gaga,hidden-emotional-struggle,Save me from this empty fight
Abracadabra,Lady Gaga,mortality-and-death,"In her tongue she said, ""Death or love tonight"""
Abracadabra,Lady Gaga,nighttime-revelry,"Feel the beat under your feet, the floor's on fire|Hold me in your heart tonight|It's time to cast your spell on the night"
Abracadabra,Lady Gaga,partying-and-nightlife,"Feel the beat under your feet, the floor's on fire|Phantom of the dance floor, come to me"
Abracadabra,Lady Gaga,romantic-pursuit,Hold me in your heart tonight
Abracadabra,Lady Gaga,sensual-desire,"Phantom of the dance floor, come to me|Sing for me a sinful melody"
Act II: Date @ 8,4batz Featuring Drake,attraction-and-admiration,I buy you shit because you rare
Act II: Date @ 8,4batz Featuring Drake,desire-and-lust,"And send a text to your DM|Bitch, you know you love it here"
Act II: Date @ 8,4batz Featuring Drake,devotion,And plus because you know I care|I buy you shit because you rare\nAnd plus because you know I care
Act II: Date @ 8,4batz Featuring Drake,dominance-and-power,"Your nigga can't compete, I swear"
Act II: Date @ 8,4batz Featuring Drake,flirtation-and-seduction,I'll come and slide by 8 PM|I'll come and slide by 8 PM\nAnd send a text to your DM
Act II: Date @ 8,4batz Featuring Drake,hustle-and-money,Five hunnid for your fuckin' hair
Act II: Date @ 8,4batz Featuring Drake,luxury-and-fashion,"Girl, I got you another dress"
Act II: Date @ 8,4batz Featuring Drake,partner-inadequacy,"He tried, but now he look too weak, baby|Your nigga can't compete, I swear (nah, for real)"
Act II: Date @ 8,4batz Featuring Drake,rivalry-and-superiority,"He tried, but now he look too weak, baby|Your nigga can't compete, I swear"
Act II: Date @ 8,4batz Featuring Drake,romantic-pursuit,I'll come and slide by 8 PM|I'll come and slide by 8 PM\nAnd send a text to your DM
Act II: Date @ 8,4batz Featuring Drake,self-confidence-and-braggadocio,"Your nigga can't compete, I swear"
Act II: Date @ 8,4batz Featuring Drake,showing-off-and-impressing,Five hunnid for your fuckin' hair|Five hunnid for your fuckin' hair\nTwo hunnid for your fuckin' nails
Act II: Date @ 8,4batz Featuring Drake,wealth-and-flexing,So I bought you another pair|Two hunnid for your fuckin' nails
Act II: Date @ 8,4batz Featuring Drake,wealth-and-material-success,So I bought you another pair|Two hunnid for your fuckin' nails
Act Up,City Girls,alcohol-and-substance-abuse,"Drinkin' on liquor, and I'm lookin' at your nigga"
Act Up,City Girls,ambition-and-self-determination,"It's Yung Miami, and I came to run my sack up (Yup)"
Act Up,City Girls,authenticity-and-honesty,I'm the realest bitch ever to you snake-ass hoes
Act Up,City Girls,confidence-and-self-assurance,"Ba-badass bitch, bad attitude (Yeah)"
Act Up,City Girls,dancing-and-movement,I make it clap like he got the right answer
Act Up,City Girls,deception-and-distrust,Tired-ass hoes on my page tryna track us (Ha)
Act Up,City Girls,defiance-and-rebellion,"Act up, you can get snatched up"
Act Up,City Girls,desire-and-lust,"If his money right, he can eat it like a Snicker|Pussy sweet, pussy tight, so he called it Lifesaver"
Act Up,City Girls,dominance-and-power,"Pop a pussy bitch quick, like a bubblegum"
Act Up,City Girls,false-friendship,"Same group of bitches, ain't no adding to the picture"
Act Up,City Girls,fame-and-status,"Brand new chain, City Girls goin' platinum (Facts)"
Act Up,City Girls,female-empowerment,"Real ass bitch, give a fuck 'bout a nigga"
Act Up,City Girls,flirtation-and-seduction,"If his money right, he can eat it like a Snicker|Pussy sweet, pussy tight, so he called it Lifesaver"
Act Up,City Girls,haters-and-critics,I ain't got time for you fake-ass hoes
Act Up,City Girls,hustle-and-money,"JT on the track, and you know I'm 'bout my paper"
Act Up,City Girls,independence-and-self-reliance,"Hood bitch, good pussy, I ain't average, um"
Act Up,City Girls,luxury-and-fashion,He gon' buy me Gucci if I ask for it (Yup)
Act Up,City Girls,rivalry-and-superiority,I bet your lil' sister wanna look like me (Lil' bitch)
Act Up,City Girls,self-confidence-and-braggadocio,"Hood bitch, good pussy, I ain't average, um|Nails done, hair done, ass too (Ow)"
Act Up,City Girls,sensual-desire,"Sit on it with manners, get it harder than a hammer"
Act Up,City Girls,showing-off-and-impressing,"Big Birkin bag, hold five, six figures|Nails done, hair done, ass too (Ow)"
Act Up,City Girls,toxic-relationship,Your baby daddy fuckin' me and suckin' me
Act Up,City Girls,wealth-and-flexing,"Big Birkin bag, hold five, six figures|Drop a couple racks, watch this ass get bigger"
Act Up,City Girls,wealth-and-material-success,"Oh, you like big butts, well I like big bucks"
Act Up,City Girls,women-power,"Drop a couple racks, watch this ass get bigger|I ain't never worry, I just deal with it for fun|I don't care about your chain, nigga, or your big truck (Nah)"
Adore You,Harry Styles,attraction-and-admiration,I get so lost inside your eyes
Adore You,Harry Styles,clinging-to-love,Like it's the only thing I'll ever do
Adore You,Harry Styles,desire-and-lust,Strawberry lipstick state of mind|Strawberry lipstick state of mind (state of mind)
Adore You,Harry Styles,devotion,I'd walk through fire for you
Adore You,Harry Styles,idealized-beauty,You're wonder under summer sky
Adore You,Harry Styles,intimacy-and-connection,Brown skin and lemon over ice
Adore You,Harry Styles,non-judgment-and-acceptance,You don't have to say you love me
Adore You,Harry Styles,romantic-pursuit,Just let me adore you
Adore You,Harry Styles,summer-as-metaphor,You're wonder under summer sky
Adore You,Harry Styles,surrender-and-sacrifice,I'd walk through fire for you
Adventure Of A Lifetime,Coldplay,ambition-and-self-determination,Gonna hold up half the sky and say
Adventure Of A Lifetime,Coldplay,cherishing-the-present-moment,"If we've only got this life\nThis adventure, oh then I"
Adventure Of A Lifetime,Coldplay,community-and-togetherness,"We are legends, every day"
Adventure Of A Lifetime,Coldplay,dream-and-awakening,I'm a dream that died by light of day
Adventure Of A Lifetime,Coldplay,female-empowerment,Only I own me
Adventure Of A Lifetime,Coldplay,hope-and-optimism,Everything you want's a dream away
Adventure Of A Lifetime,Coldplay,human-connection,Wanna share it with you
Adventure Of A Lifetime,Coldplay,impermanence,If we've only got this life
Adventure Of A Lifetime,Coldplay,independence-and-self-reliance,Only I own me
Adventure Of A Lifetime,Coldplay,inner-mental-turmoil,"Said I can't go on, not in this way"
Adventure Of A Lifetime,Coldplay,overcoming-hardship,"Under this pressure, under this weight\nWe are diamonds taking shape"
Adventure Of A Lifetime,Coldplay,personal-growth-and-change,We are diamonds taking shape
Adventure Of A Lifetime,Coldplay,resilience-and-strength,"Under this pressure, under this weight\nWe are diamonds|We are diamonds"
Adventure Of A Lifetime,Coldplay,societal-pressure,"Under this pressure, under this weight"
After All The Bars Are Closed,Thomas Rhett,alcohol-and-substance-abuse,Open the bottle in our hearts
After All The Bars Are Closed,Thomas Rhett,attraction-and-admiration,And you kiss me like that\nLike a shot of straight Jack
After All The Bars Are Closed,Thomas Rhett,carefree-escapism,We can go anywhere|We can go anywhere\nTake a ride to the boondocks
After All The Bars Are Closed,Thomas Rhett,celebration-and-partying,After everybody leaves\nAnd this party's just you and me
After All The Bars Are Closed,Thomas Rhett,cherishing-the-present-moment,We still got a lot of good night left to go
After All The Bars Are Closed,Thomas Rhett,dancing-and-movement,But the dancin' ain't done
After All The Bars Are Closed,Thomas Rhett,desire-and-lust,"And you kiss me like that\nLike a shot of straight Jack|Baby, you're my nightcap"
After All The Bars Are Closed,Thomas Rhett,flirtation-and-seduction,"Be your bartender on the kitchen counter|If you want, I'll tell you anything you wanna know|Tell me where you wanna go"
After All The Bars Are Closed,Thomas Rhett,freedom-and-escape,Don't gotta go home
After All The Bars Are Closed,Thomas Rhett,human-connection,"No, I don't care what we do\nOn the dark side of the moon\nJust as long as I'm with you when it's time to go"
After All The Bars Are Closed,Thomas Rhett,intimacy-and-connection,"Wrappin' up the night, arms wrapped around ya"
After All The Bars Are Closed,Thomas Rhett,nighttime-revelry,After all the bars are closed
After All The Bars Are Closed,Thomas Rhett,partying-and-nightlife,And they play the last song\nBlow out the neon|Blow out the neon
After All The Bars Are Closed,Thomas Rhett,romantic-pursuit,Be your bartender on the kitchen counter|Tell me where you wanna go
After All The Bars Are Closed,Thomas Rhett,sensual-desire,"And you kiss me like that\nLike a shot of straight Jack|Baby, you're my nightcap|Be your bartender on the kitchen counter"
Agora Hills,Doja Cat,attraction-and-admiration,Somethin' different about you
Agora Hills,Doja Cat,confidence-and-self-assurance,"Fuck what they heard, I don't fuck with them birds"
Agora Hills,Doja Cat,defiance-and-rebellion,Boys be mad that I don't fuck incels|Whether they like or not (not)
Agora Hills,Doja Cat,desire-and-lust,"Baby, let me lick on your tattoos"
Agora Hills,Doja Cat,devotion,"Boy, you're the one, you're the only man"
Agora Hills,Doja Cat,female-empowerment,"Boys be mad that I don't fuck incels|Girls hate too, gun to their pigtail"
Agora Hills,Doja Cat,flirtation-and-seduction,Kissin' and hope they caught us (ah)
Agora Hills,Doja Cat,haters-and-critics,"Fuck what they heard, I don't fuck with them birds|Girls hate too, gun to their pigtail"
Agora Hills,Doja Cat,human-connection,"With you, I ain't holdin' shit back"
Agora Hills,Doja Cat,intimacy-and-connection,"Be my security, it's your therapy|Love it when he hit and smack too"
Agora Hills,Doja Cat,loneliness-and-isolation,It's so lonely in my mansion
Agora Hills,Doja Cat,loyalty-and-relationships,"Be my security, it's your therapy|When he broke my heart, you fixed that"
Agora Hills,Doja Cat,past-trauma-and-healing,"When he broke my heart, you fixed that"
Agora Hills,Doja Cat,possessiveness-and-exclusivity,Me and you on my OnlyFans
Agora Hills,Doja Cat,reassurance-and-comfort,"When I need my space, you give that"
Agora Hills,Doja Cat,reputation-and-gossip,"Hope you can handle the heat, put your name in the streets"
Agora Hills,Doja Cat,rivalry-and-superiority,"Baby, we could just ride on our enemies|Rub it in their face, put a rock on her hand"
Agora Hills,Doja Cat,romantic-pursuit,I wanna tie the knot (knot)
Agora Hills,Doja Cat,self-confidence-and-braggadocio,I wanna brag about it (yeah)
Agora Hills,Doja Cat,sensual-desire,Suck a little dick in the bathroom
Agora Hills,Doja Cat,showing-off-and-impressing,I wanna show you off (off)
Agora Hills,Doja Cat,societal-pressure,"Take you 'round the world, they don't have to understand|Whether they like or not (not)"
Agora Hills,Doja Cat,toxic-relationship,"'Cause love is pain, but I need this shit (yeah)"
Agora Hills,Doja Cat,wealth-and-flexing,"Boy, don't trip, I'll split a big bill|I love you, I wanna big chill\nBoy, don't trip, I'll split a big bill"
Ain't No Love In Oklahoma,Luke Combs,addiction-and-obsession,I keep chasing that same old devil
Ain't No Love In Oklahoma,Luke Combs,defiance-and-rebellion,"It ain't knocking me down, I'm standing my ground"
Ain't No Love In Oklahoma,Luke Combs,denial-and-self-deception,"I keep running, but I'm standing still"
Ain't No Love In Oklahoma,Luke Combs,faith-and-spirituality,I got saved in the same Red River
Ain't No Love In Oklahoma,Luke Combs,hidden-emotional-struggle,Scared of nothing and I'm scared to death
Ain't No Love In Oklahoma,Luke Combs,inner-mental-turmoil,I can't breathe and I catch my breath
Ain't No Love In Oklahoma,Luke Combs,loneliness-and-isolation,Ain't no love in Oklahoma
Ain't No Love In Oklahoma,Luke Combs,overcoming-hardship,The same Red River tryna drown me
Ain't No Love In Oklahoma,Luke Combs,past-trauma-and-healing,I got saved in the same Red River
Ain't No Love In Oklahoma,Luke Combs,predatory-threat,You'll know when it's coming for ya
Ain't No Love In Oklahoma,Luke Combs,resilience-and-strength,"It ain't knocking me down, I'm standing my ground"
Ain't No Love In Oklahoma,Luke Combs,small-town-roots-and-identity,Ain't no love in Oklahoma
Ain't No Love In Oklahoma,Luke Combs,toxic-relationship,I keep chasing that same old devil\nDown the same old dead-end highway
Ain't That Some,Morgan Wallen,alcohol-and-substance-abuse,My true North is due South with a blue Coors goin' down|a pinch of Skoal in my lip even is
